"name"	"description"	"page"
"dnovemcinctus_homolog_perc_id_r1"	"%id. query gene identical to target Armadillo gene"	"homologs"
"dnovemcinctus_homolog_goc_score"	"Armadillo Gene-order conservation score"	"homologs"
"dnovemcinctus_homolog_orthology_confidence"	"Armadillo orthology confidence [0 low, 1 high]"	"homologs"
"sformosus_homolog_ensembl_gene"	"Asian bonytongue gene stable ID"	"homologs"
"sformosus_homolog_associated_gene_name"	"Asian bonytongue gene name"	"homologs"
"sformosus_homolog_ensembl_peptide"	"Asian bonytongue protein or transcript stable ID"	"homologs"
"sformosus_homolog_chromosome"	"Asian bonytongue chromosome/scaffold name"	"homologs"
"sformosus_homolog_chrom_start"	"Asian bonytongue chromosome/scaffold start (bp)"	"homologs"
"sformosus_homolog_chrom_end"	"Asian bonytongue chromosome/scaffold end (bp)"	"homologs"
"sformosus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"sformosus_homolog_subtype"	"Last common ancestor with Asian bonytongue"	"homologs"
"sformosus_homolog_orthology_type"	"Asian bonytongue homology type"	"homologs"
"sformosus_homolog_perc_id"	"%id. target Asian bonytongue gene identical to query gene"	"homologs"
"sformosus_homolog_perc_id_r1"	"%id. query gene identical to target Asian bonytongue gene"	"homologs"
"sformosus_homolog_goc_score"	"Asian bonytongue Gene-order conservation score"	"homologs"
"sformosus_homolog_orthology_confidence"	"Asian bonytongue orthology confidence [0 low, 1 high]"	"homologs"
"gmorhua_homolog_ensembl_gene"	"Atlantic cod gene stable ID"	"homologs"
"gmorhua_homolog_associated_gene_name"	"Atlantic cod gene name"	"homologs"
"gmorhua_homolog_ensembl_peptide"	"Atlantic cod protein or transcript stable ID"	"homologs"
"gmorhua_homolog_chromosome"	"Atlantic cod chromosome/scaffold name"	"homologs"
"gmorhua_homolog_chrom_start"	"Atlantic cod chromosome/scaffold start (bp)"	"homologs"
"gmorhua_homolog_chrom_end"	"Atlantic cod chromosome/scaffold end (bp)"	"homologs"
"gmorhua_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"gmorhua_homolog_subtype"	"Last common ancestor with Atlantic cod"	"homologs"
"gmorhua_homolog_orthology_type"	"Atlantic cod homology type"	"homologs"
"gmorhua_homolog_perc_id"	"%id. target Atlantic cod gene identical to query gene"	"homologs"
"gmorhua_homolog_perc_id_r1"	"%id. query gene identical to target Atlantic cod gene"	"homologs"
"gmorhua_homolog_goc_score"	"Atlantic cod Gene-order conservation score"	"homologs"
"gmorhua_homolog_orthology_confidence"	"Atlantic cod orthology confidence [0 low, 1 high]"	"homologs"
"charengus_homolog_ensembl_gene"	"Atlantic herring gene stable ID"	"homologs"
"charengus_homolog_associated_gene_name"	"Atlantic herring gene name"	"homologs"
"charengus_homolog_ensembl_peptide"	"Atlantic herring protein or transcript stable ID"	"homologs"
"charengus_homolog_chromosome"	"Atlantic herring chromosome/scaffold name"	"homologs"
"charengus_homolog_chrom_start"	"Atlantic herring chromosome/scaffold start (bp)"	"homologs"
"charengus_homolog_chrom_end"	"Atlantic herring chromosome/scaffold end (bp)"	"homologs"
"charengus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"charengus_homolog_subtype"	"Last common ancestor with Atlantic herring"	"homologs"
"charengus_homolog_orthology_type"	"Atlantic herring homology type"	"homologs"
"charengus_homolog_perc_id"	"%id. target Atlantic herring gene identical to query gene"	"homologs"
"charengus_homolog_perc_id_r1"	"%id. query gene identical to target Atlantic herring gene"	"homologs"
"charengus_homolog_goc_score"	"Atlantic herring Gene-order conservation score"	"homologs"
"charengus_homolog_orthology_confidence"	"Atlantic herring orthology confidence [0 low, 1 high]"	"homologs"
"ssalar_homolog_ensembl_gene"	"Atlantic salmon gene stable ID"	"homologs"
"ssalar_homolog_associated_gene_name"	"Atlantic salmon gene name"	"homologs"
"ssalar_homolog_ensembl_peptide"	"Atlantic salmon protein or transcript stable ID"	"homologs"
"ssalar_homolog_chromosome"	"Atlantic salmon chromosome/scaffold name"	"homologs"
"ssalar_homolog_chrom_start"	"Atlantic salmon chromosome/scaffold start (bp)"	"homologs"
"ssalar_homolog_chrom_end"	"Atlantic salmon chromosome/scaffold end (bp)"	"homologs"
"ssalar_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ssalar_homolog_subtype"	"Last common ancestor with Atlantic salmon"	"homologs"
"ssalar_homolog_orthology_type"	"Atlantic salmon homology type"	"homologs"
"ssalar_homolog_perc_id"	"%id. target Atlantic salmon gene identical to query gene"	"homologs"
"ssalar_homolog_perc_id_r1"	"%id. query gene identical to target Atlantic salmon gene"	"homologs"
"ssalar_homolog_goc_score"	"Atlantic salmon Gene-order conservation score"	"homologs"
"ssalar_homolog_orthology_confidence"	"Atlantic salmon orthology confidence [0 low, 1 high]"	"homologs"
"cporosus_homolog_ensembl_gene"	"Australian saltwater crocodile gene stable ID"	"homologs"
"cporosus_homolog_associated_gene_name"	"Australian saltwater crocodile gene name"	"homologs"
"cporosus_homolog_ensembl_peptide"	"Australian saltwater crocodile protein or transcript stable ID"	"homologs"
"cporosus_homolog_chromosome"	"Australian saltwater crocodile chromosome/scaffold name"	"homologs"
"cporosus_homolog_chrom_start"	"Australian saltwater crocodile chromosome/scaffold start (bp)"	"homologs"
"cporosus_homolog_chrom_end"	"Australian saltwater crocodile chromosome/scaffold end (bp)"	"homologs"
"cporosus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"cporosus_homolog_subtype"	"Last common ancestor with Australian saltwater crocodile"	"homologs"
"cporosus_homolog_orthology_type"	"Australian saltwater crocodile homology type"	"homologs"
"cporosus_homolog_perc_id"	"%id. target Australian saltwater crocodile gene identical to query gene"	"homologs"
"cporosus_homolog_perc_id_r1"	"%id. query gene identical to target Australian saltwater crocodile gene"	"homologs"
"cporosus_homolog_goc_score"	"Australian saltwater crocodile Gene-order conservation score"	"homologs"
"cporosus_homolog_orthology_confidence"	"Australian saltwater crocodile orthology confidence [0 low, 1 high]"	"homologs"
"lbergylta_homolog_ensembl_gene"	"Ballan wrasse gene stable ID"	"homologs"
"lbergylta_homolog_associated_gene_name"	"Ballan wrasse gene name"	"homologs"
"lbergylta_homolog_ensembl_peptide"	"Ballan wrasse protein or transcript stable ID"	"homologs"
"lbergylta_homolog_chromosome"	"Ballan wrasse chromosome/scaffold name"	"homologs"
"lbergylta_homolog_chrom_start"	"Ballan wrasse chromosome/scaffold start (bp)"	"homologs"
"lbergylta_homolog_chrom_end"	"Ballan wrasse chromosome/scaffold end (bp)"	"homologs"
"lbergylta_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"lbergylta_homolog_subtype"	"Last common ancestor with Ballan wrasse"	"homologs"
"lbergylta_homolog_orthology_type"	"Ballan wrasse homology type"	"homologs"
"lbergylta_homolog_perc_id"	"%id. target Ballan wrasse gene identical to query gene"	"homologs"
"lbergylta_homolog_perc_id_r1"	"%id. query gene identical to target Ballan wrasse gene"	"homologs"
"lbergylta_homolog_goc_score"	"Ballan wrasse Gene-order conservation score"	"homologs"
"lbergylta_homolog_orthology_confidence"	"Ballan wrasse orthology confidence [0 low, 1 high]"	"homologs"
"lcalcarifer_homolog_ensembl_gene"	"Barramundi perch gene stable ID"	"homologs"
"lcalcarifer_homolog_associated_gene_name"	"Barramundi perch gene name"	"homologs"
"lcalcarifer_homolog_ensembl_peptide"	"Barramundi perch protein or transcript stable ID"	"homologs"
"lcalcarifer_homolog_chromosome"	"Barramundi perch chromosome/scaffold name"	"homologs"
"lcalcarifer_homolog_chrom_start"	"Barramundi perch chromosome/scaffold start (bp)"	"homologs"
"lcalcarifer_homolog_chrom_end"	"Barramundi perch chromosome/scaffold end (bp)"	"homologs"
"lcalcarifer_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"lcalcarifer_homolog_subtype"	"Last common ancestor with Barramundi perch"	"homologs"
"lcalcarifer_homolog_orthology_type"	"Barramundi perch homology type"	"homologs"
"lcalcarifer_homolog_perc_id"	"%id. target Barramundi perch gene identical to query gene"	"homologs"
"lcalcarifer_homolog_perc_id_r1"	"%id. query gene identical to target Barramundi perch gene"	"homologs"
"lcalcarifer_homolog_goc_score"	"Barramundi perch Gene-order conservation score"	"homologs"
"lcalcarifer_homolog_orthology_confidence"	"Barramundi perch orthology confidence [0 low, 1 high]"	"homologs"
"dleucas_homolog_ensembl_gene"	"Beluga whale gene stable ID"	"homologs"
"dleucas_homolog_associated_gene_name"	"Beluga whale gene name"	"homologs"
"dleucas_homolog_ensembl_peptide"	"Beluga whale protein or transcript stable ID"	"homologs"
"dleucas_homolog_chromosome"	"Beluga whale chromosome/scaffold name"	"homologs"
"dleucas_homolog_chrom_start"	"Beluga whale chromosome/scaffold start (bp)"	"homologs"
"dleucas_homolog_chrom_end"	"Beluga whale chromosome/scaffold end (bp)"	"homologs"
"dleucas_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"dleucas_homolog_subtype"	"Last common ancestor with Beluga whale"	"homologs"
"dleucas_homolog_orthology_type"	"Beluga whale homology type"	"homologs"
"dleucas_homolog_perc_id"	"%id. target Beluga whale gene identical to query gene"	"homologs"
"dleucas_homolog_perc_id_r1"	"%id. query gene identical to target Beluga whale gene"	"homologs"
"dleucas_homolog_goc_score"	"Beluga whale Gene-order conservation score"	"homologs"
"dleucas_homolog_wga_coverage"	"Beluga whale Whole-genome alignment coverage"	"homologs"
"dleucas_homolog_orthology_confidence"	"Beluga whale orthology confidence [0 low, 1 high]"	"homologs"
"spartitus_homolog_ensembl_gene"	"Bicolor damselfish gene stable ID"	"homologs"
"spartitus_homolog_associated_gene_name"	"Bicolor damselfish gene name"	"homologs"
"spartitus_homolog_ensembl_peptide"	"Bicolor damselfish protein or transcript stable ID"	"homologs"
"spartitus_homolog_chromosome"	"Bicolor damselfish chromosome/scaffold name"	"homologs"
"spartitus_homolog_chrom_start"	"Bicolor damselfish chromosome/scaffold start (bp)"	"homologs"
"spartitus_homolog_chrom_end"	"Bicolor damselfish chromosome/scaffold end (bp)"	"homologs"
"spartitus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"spartitus_homolog_subtype"	"Last common ancestor with Bicolor damselfish"	"homologs"
"spartitus_homolog_orthology_type"	"Bicolor damselfish homology type"	"homologs"
"spartitus_homolog_perc_id"	"%id. target Bicolor damselfish gene identical to query gene"	"homologs"
"spartitus_homolog_perc_id_r1"	"%id. query gene identical to target Bicolor damselfish gene"	"homologs"
"spartitus_homolog_goc_score"	"Bicolor damselfish Gene-order conservation score"	"homologs"
"spartitus_homolog_orthology_confidence"	"Bicolor damselfish orthology confidence [0 low, 1 high]"	"homologs"
"rbieti_homolog_ensembl_gene"	"Black snub-nosed monkey gene stable ID"	"homologs"
"rbieti_homolog_associated_gene_name"	"Black snub-nosed monkey gene name"	"homologs"
"rbieti_homolog_ensembl_peptide"	"Black snub-nosed monkey protein or transcript stable ID"	"homologs"
"rbieti_homolog_chromosome"	"Black snub-nosed monkey chromosome/scaffold name"	"homologs"
"rbieti_homolog_chrom_start"	"Black snub-nosed monkey chromosome/scaffold start (bp)"	"homologs"
"rbieti_homolog_chrom_end"	"Black snub-nosed monkey chromosome/scaffold end (bp)"	"homologs"
"rbieti_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"rbieti_homolog_subtype"	"Last common ancestor with Black snub-nosed monkey"	"homologs"
"rbieti_homolog_orthology_type"	"Black snub-nosed monkey homology type"	"homologs"
"rbieti_homolog_perc_id"	"%id. target Black snub-nosed monkey gene identical to query gene"	"homologs"
"rbieti_homolog_perc_id_r1"	"%id. query gene identical to target Black snub-nosed monkey gene"	"homologs"
"rbieti_homolog_goc_score"	"Black snub-nosed monkey Gene-order conservation score"	"homologs"
"rbieti_homolog_orthology_confidence"	"Black snub-nosed monkey orthology confidence [0 low, 1 high]"	"homologs"
"bmusculus_homolog_ensembl_gene"	"Blue whale gene stable ID"	"homologs"
"bmusculus_homolog_associated_gene_name"	"Blue whale gene name"	"homologs"
"bmusculus_homolog_ensembl_peptide"	"Blue whale protein or transcript stable ID"	"homologs"
"bmusculus_homolog_chromosome"	"Blue whale chromosome/scaffold name"	"homologs"
"bmusculus_homolog_chrom_start"	"Blue whale chromosome/scaffold start (bp)"	"homologs"
"bmusculus_homolog_chrom_end"	"Blue whale chromosome/scaffold end (bp)"	"homologs"
"bmusculus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"bmusculus_homolog_subtype"	"Last common ancestor with Blue whale"	"homologs"
"bmusculus_homolog_orthology_type"	"Blue whale homology type"	"homologs"
"bmusculus_homolog_perc_id"	"%id. target Blue whale gene identical to query gene"	"homologs"
"bmusculus_homolog_perc_id_r1"	"%id. query gene identical to target Blue whale gene"	"homologs"
"bmusculus_homolog_goc_score"	"Blue whale Gene-order conservation score"	"homologs"
"bmusculus_homolog_wga_coverage"	"Blue whale Whole-genome alignment coverage"	"homologs"
"bmusculus_homolog_orthology_confidence"	"Blue whale orthology confidence [0 low, 1 high]"	"homologs"
"llaticaudata_homolog_ensembl_gene"	"Blue-ringed sea krait gene stable ID"	"homologs"
"llaticaudata_homolog_associated_gene_name"	"Blue-ringed sea krait gene name"	"homologs"
"llaticaudata_homolog_ensembl_peptide"	"Blue-ringed sea krait protein or transcript stable ID"	"homologs"
"llaticaudata_homolog_chromosome"	"Blue-ringed sea krait chromosome/scaffold name"	"homologs"
"llaticaudata_homolog_chrom_start"	"Blue-ringed sea krait chromosome/scaffold start (bp)"	"homologs"
"llaticaudata_homolog_chrom_end"	"Blue-ringed sea krait chromosome/scaffold end (bp)"	"homologs"
"llaticaudata_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"llaticaudata_homolog_subtype"	"Last common ancestor with Blue-ringed sea krait"	"homologs"
"llaticaudata_homolog_orthology_type"	"Blue-ringed sea krait homology type"	"homologs"
"llaticaudata_homolog_perc_id"	"%id. target Blue-ringed sea krait gene identical to query gene"	"homologs"
"llaticaudata_homolog_perc_id_r1"	"%id. query gene identical to target Blue-ringed sea krait gene"	"homologs"
"llaticaudata_homolog_goc_score"	"Blue-ringed sea krait Gene-order conservation score"	"homologs"
"llaticaudata_homolog_orthology_confidence"	"Blue-ringed sea krait orthology confidence [0 low, 1 high]"	"homologs"
"sbboliviensis_homolog_ensembl_gene"	"Bolivian squirrel monkey gene stable ID"	"homologs"
"sbboliviensis_homolog_associated_gene_name"	"Bolivian squirrel monkey gene name"	"homologs"
"sbboliviensis_homolog_ensembl_peptide"	"Bolivian squirrel monkey protein or transcript stable ID"	"homologs"
"sbboliviensis_homolog_chromosome"	"Bolivian squirrel monkey chromosome/scaffold name"	"homologs"
"sbboliviensis_homolog_chrom_start"	"Bolivian squirrel monkey chromosome/scaffold start (bp)"	"homologs"
"sbboliviensis_homolog_chrom_end"	"Bolivian squirrel monkey chromosome/scaffold end (bp)"	"homologs"
"sbboliviensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"sbboliviensis_homolog_subtype"	"Last common ancestor with Bolivian squirrel monkey"	"homologs"
"sbboliviensis_homolog_orthology_type"	"Bolivian squirrel monkey homology type"	"homologs"
"sbboliviensis_homolog_perc_id"	"%id. target Bolivian squirrel monkey gene identical to query gene"	"homologs"
"sbboliviensis_homolog_perc_id_r1"	"%id. query gene identical to target Bolivian squirrel monkey gene"	"homologs"
"sbboliviensis_homolog_goc_score"	"Bolivian squirrel monkey Gene-order conservation score"	"homologs"
"sbboliviensis_homolog_orthology_confidence"	"Bolivian squirrel monkey orthology confidence [0 low, 1 high]"	"homologs"
"ppaniscus_homolog_ensembl_gene"	"Bonobo gene stable ID"	"homologs"
"ppaniscus_homolog_associated_gene_name"	"Bonobo gene name"	"homologs"
"ppaniscus_homolog_ensembl_peptide"	"Bonobo protein or transcript stable ID"	"homologs"
"ppaniscus_homolog_chromosome"	"Bonobo chromosome/scaffold name"	"homologs"
"ppaniscus_homolog_chrom_start"	"Bonobo chromosome/scaffold start (bp)"	"homologs"
"ppaniscus_homolog_chrom_end"	"Bonobo chromosome/scaffold end (bp)"	"homologs"
"ppaniscus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ppaniscus_homolog_subtype"	"Last common ancestor with Bonobo"	"homologs"
"ppaniscus_homolog_orthology_type"	"Bonobo homology type"	"homologs"
"ppaniscus_homolog_perc_id"	"%id. target Bonobo gene identical to query gene"	"homologs"
"ppaniscus_homolog_perc_id_r1"	"%id. query gene identical to target Bonobo gene"	"homologs"
"ppaniscus_homolog_goc_score"	"Bonobo Gene-order conservation score"	"homologs"
"ppaniscus_homolog_wga_coverage"	"Bonobo Whole-genome alignment coverage"	"homologs"
"ppaniscus_homolog_orthology_confidence"	"Bonobo orthology confidence [0 low, 1 high]"	"homologs"
